"mOTU"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"mOTU_full"
"ref_mOTU_v25_04015"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus griffiniae [Xenorhabdus griffiniae/Xenorhabdus sp. GDc328]"	"ref_mOTU_v25_04015"
"ref_mOTU_v25_04016"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus eapokensis/thuongxuanensis"	"ref_mOTU_v25_04016"
"ref_mOTU_v25_04017"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus doucetiae"	"ref_mOTU_v25_04017"
"ref_mOTU_v25_04018"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus poinarii"	"ref_mOTU_v25_04018"
"ref_mOTU_v25_04019"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus hominickii"	"ref_mOTU_v25_04019"
"ref_mOTU_v25_04020"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Kineosporia"	"Kineosporia aurantiaca"	"ref_mOTU_v25_04020"
"ref_mOTU_v25_04021"	"Bacteria"	"Actinobacteria"	"Actinobacteria class incertae sedis"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"Actinobacteria bacterium Ga0077560"	"ref_mOTU_v25_04021"
"ref_mOTU_v25_04022"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	"Quadrisphaera sp. DSM 44207"	"ref_mOTU_v25_04022"
"ref_mOTU_v25_04023"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Angustibacter"	"Angustibacter sp. Root456"	"ref_mOTU_v25_04023"
"ref_mOTU_v25_04024"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"Treponema phagedenis"	"ref_mOTU_v25_04024"
"ref_mOTU_v25_04025"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"Marinobacter excellens/hydrocarbonoclasticus [Marinobacter sp. LQ44/Marinobacter excellens/Marinobacter hydrocarbonoclasticus]"	"ref_mOTU_v25_04025"
"ref_mOTU_v25_04026"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"Vibrio metschnikovii [Vibrio sp. M12-1144/Vibrio metschnikovii]"	"ref_mOTU_v25_04026"
"ref_mOTU_v25_04027"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Tannerella"	"Tannerella forsythia"	"ref_mOTU_v25_04027"
"ref_mOTU_v25_04028"	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"Deinococcus"	"Deinococcus actinosclerus/grandis [Deinococcus soli Cha et al. 2016/Deinococcus actinosclerus/Deinococcus grandis]"	"ref_mOTU_v25_04028"
"ref_mOTU_v25_04029"	"Bacteria"	"Thermotogae"	"Thermotogae"	"Kosmotogales"	"Kosmotogaceae"	"Kosmotoga"	"Kosmotoga olearia [Kosmotoga sp. DU53/Kosmotoga olearia]"	"ref_mOTU_v25_04029"
"ref_mOTU_v25_04030"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomycetaceae gen. [Actinomyces/Schaalia]"	"Actinomycetaceae sp. [Schaalia radingae/Actinomyces ihuae/Actinomyces sp. HMSC065F12]"	"ref_mOTU_v25_04030"
"ref_mOTU_v25_04031"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Anaerolineaceae gen. incertae sedis"	"Anaerolineaceae sp. [Anaerolineaceae bacterium oral taxon 439/Chloroflexi bacterium oral taxon 439]"	"ref_mOTU_v25_04031"
"ref_mOTU_v25_04032"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Borreliaceae"	"Borrelia"	"Borrelia coriaceae"	"ref_mOTU_v25_04032"
"ref_mOTU_v25_04033"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Borreliaceae"	"Borrelia"	"Borrelia anserina"	"ref_mOTU_v25_04033"
"ref_mOTU_v25_04034"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Borreliaceae"	"Borrelia"	"Borrelia parkeri/turicatae"	"ref_mOTU_v25_04034"
"ref_mOTU_v25_04035"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus drentensis"	"ref_mOTU_v25_04035"
"ref_mOTU_v25_04036"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. incertae sedis"	"Exiguobacterium"	"Exiguobacterium aurantiacum [Exiguobacterium sp. SH31/Exiguobacterium aurantiacum/Exiguobacterium sp. S17]"	"ref_mOTU_v25_04036"
"ref_mOTU_v25_04037"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. incertae sedis"	"Exiguobacterium"	"Exiguobacterium chiriqhucha"	"ref_mOTU_v25_04037"
"ref_mOTU_v25_04038"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. incertae sedis"	"Exiguobacterium"	"Exiguobacterium aurantiacum [Exiguobacterium sp. 8-11-1/Exiguobacterium sp. ZOR0005/Exiguobacterium aurantiacum]"	"ref_mOTU_v25_04038"
"ref_mOTU_v25_04039"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. incertae sedis"	"Exiguobacterium"	"Exiguobacterium alkaliphilum [Exiguobacterium alkaliphilum/Exiguobacterium sp. AB2]"	"ref_mOTU_v25_04039"
"ref_mOTU_v25_04040"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	"Mycoplasma bovis"	"ref_mOTU_v25_04040"
"ref_mOTU_v25_04041"	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Thermales"	"Thermaceae"	"Thermus"	"Thermus thermophilus/parvatiensis"	"ref_mOTU_v25_04041"
"ref_mOTU_v25_04042"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseivivax"	"Roseivivax marinus"	"ref_mOTU_v25_04042"
"ref_mOTU_v25_04043"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Acuticoccus"	"Acuticoccus yangtzensis [Stappia sp. 22II-S9-Z10/Acuticoccus yangtzensis]"	"ref_mOTU_v25_04043"
"ref_mOTU_v25_04044"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"	"Cetobacterium sp. [Cetobacterium sp. ZOR0034/Cetobacterium sp. ZWU0022]"	"ref_mOTU_v25_04044"
"ref_mOTU_v25_04045"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"	"Cetobacterium somerae"	"ref_mOTU_v25_04045"
"ref_mOTU_v25_04046"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium sp. [Mesorhizobium sp. NBIMC_P2-C1/Mesorhizobium sp. NBIMC_P2-C3/Mesorhizobium sp. NBIMC_P2-C2/Mesorhizobium sp. NBIMC_P2-C4/Mesorhizobium sp. UASWS1009]"	"ref_mOTU_v25_04046"
"ref_mOTU_v25_04047"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"Holospora"	"Holospora undulata/elegans"	"ref_mOTU_v25_04047"
"ref_mOTU_v25_04048"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Aggregatibacter"	"Aggregatibacter aphrophilus"	"ref_mOTU_v25_04048"
"ref_mOTU_v25_04049"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Aggregatibacter"	"Aggregatibacter segnis"	"ref_mOTU_v25_04049"
"ref_mOTU_v25_04050"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Aggregatibacter"	"Aggregatibacter sp. oral taxon 458"	"ref_mOTU_v25_04050"
"ref_mOTU_v25_04051"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	"Leptotrichia sp. oral taxon 215"	"ref_mOTU_v25_04051"
"ref_mOTU_v25_04052"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	"Leptotrichia sp. oral taxon 212"	"ref_mOTU_v25_04052"
"ref_mOTU_v25_04053"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Oribacterium"	"Oribacterium sp. oral taxon 078"	"ref_mOTU_v25_04053"
"ref_mOTU_v25_04054"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"ref_mOTU_v25_04054"
"ref_mOTU_v25_04055"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. incertae sedis"	"Gemella"	"Gemella massiliensis/bergeri [Gemella sp. oral taxon 928/Gemella massiliensis/Gemella bergeri]"	"ref_mOTU_v25_04055"
"ref_mOTU_v25_04056"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Myroides"	"Myroides marinus/odoratimimus"	"ref_mOTU_v25_04056"
"ref_mOTU_v25_04057"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Myroides"	"Myroides sp. [Myroides xuanwuensis/Myroides sp. ZB35/Myroides sp. A21/Myroides profundi/Myroides odoratimimus]"	"ref_mOTU_v25_04057"
"ref_mOTU_v25_04058"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Moorella"	"Moorella thermoacetica"	"ref_mOTU_v25_04058"
"ref_mOTU_v25_04059"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Moorella"	"Moorella thermoacetica"	"ref_mOTU_v25_04059"
"ref_mOTU_v25_04060"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus cuniculi"	"ref_mOTU_v25_04060"
"ref_mOTU_v25_04061"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus marmotae"	"ref_mOTU_v25_04061"
"ref_mOTU_v25_04062"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus acidominimus"	"ref_mOTU_v25_04062"
"ref_mOTU_v25_04063"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Catenovulum"	"Catenovulum agarivorans"	"ref_mOTU_v25_04063"
"ref_mOTU_v25_04064"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Catenovulum"	"Catenovulum agarivorans"	"ref_mOTU_v25_04064"
"ref_mOTU_v25_04065"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Azotobacter"	"Azotobacter beijerinckii"	"ref_mOTU_v25_04065"
"ref_mOTU_v25_04066"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Azotobacter"	"Azotobacter chroococcum"	"ref_mOTU_v25_04066"
"ref_mOTU_v25_04067"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Cellulophaga"	"Cellulophaga geojensis/lytica"	"ref_mOTU_v25_04067"
"ref_mOTU_v25_04068"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Cellulophaga"	"Cellulophaga sp. W5C"	"ref_mOTU_v25_04068"
"ref_mOTU_v25_04069"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus crispatus"	"ref_mOTU_v25_04069"
"ref_mOTU_v25_04070"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium aesculapii"	"ref_mOTU_v25_04070"
"ref_mOTU_v25_04071"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium stellenboschense"	"ref_mOTU_v25_04071"
"ref_mOTU_v25_04072"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	"Shewanella colwelliana"	"ref_mOTU_v25_04072"
"ref_mOTU_v25_04073"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	"Shewanella pealeana"	"ref_mOTU_v25_04073"
"ref_mOTU_v25_04074"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	"Shewanella halifaxensis"	"ref_mOTU_v25_04074"
"ref_mOTU_v25_04075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	"Shewanella fidelis"	"ref_mOTU_v25_04075"
"ref_mOTU_v25_04076"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella dentalis/seregens"	"ref_mOTU_v25_04076"
"ref_mOTU_v25_04077"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	"Polaribacter sp. [Polaribacter sp. Hel1_33_49/Polaribacter sp. Hel1_33_78]"	"ref_mOTU_v25_04077"
"ref_mOTU_v25_04078"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"Vibrio ordalii/anguillarum [Vibrio sp. ZOR0018/Vibrio ordalii/Vibrio anguillarum]"	"ref_mOTU_v25_04078"
"ref_mOTU_v25_04079"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"Vibrio alginolyticus"	"ref_mOTU_v25_04079"
"ref_mOTU_v25_04080"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacterales fam. incertae sedis"	"Plesiomonas"	"Plesiomonas shigelloides [Plesiomonas sp. ZOR0011/Plesiomonas shigelloides]"	"ref_mOTU_v25_04080"
"ref_mOTU_v25_04081"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Pisciglobus"	"Pisciglobus halotolerans [Carnobacterium sp. ZWU0011/Pisciglobus halotolerans]"	"ref_mOTU_v25_04081"
"ref_mOTU_v25_04082"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	"Geobacter anodireducens/soli"	"ref_mOTU_v25_04082"
"ref_mOTU_v25_04083"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	"Geobacter sulfurreducens"	"ref_mOTU_v25_04083"
"ref_mOTU_v25_04084"	"Bacteria"	"Bacteria phylum [Actinobacteria/Bacteroidetes]"	"Bacteria class [Actinobacteria/Cytophagia]"	"Bacteria order [Cytophagales/Micrococcales]"	"Bacteria fam. [Hymenobacteraceae/Microbacteriaceae]"	"Bacteria gen. [Microbacterium/Hymenobacter]"	"Bacteria sp. [Microbacterium sp. UNC423CL45Tsu/Microbacterium sp. UNCCL10/Hymenobacter sp. unc380mfsha3.1]"	"ref_mOTU_v25_04084"
"ref_mOTU_v25_04085"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus reuteri"	"ref_mOTU_v25_04085"
"ref_mOTU_v25_04086"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium saliperosum"	"ref_mOTU_v25_04086"
"ref_mOTU_v25_04087"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium cauense"	"ref_mOTU_v25_04087"
"ref_mOTU_v25_04088"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium limnosediminis"	"ref_mOTU_v25_04088"
"ref_mOTU_v25_04089"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcus"	"Ruminococcus flavefaciens [Ruminococcus flavefaciens/Clostridiales bacterium Firm_06]"	"ref_mOTU_v25_04089"
"ref_mOTU_v25_04090"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. [Clostridium ljungdahlii/Clostridium coskatii/Clostridium ragsdalei/Clostridium autoethanogenum]"	"ref_mOTU_v25_04090"
"ref_mOTU_v25_04091"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium coryneforme/indicum"	"ref_mOTU_v25_04091"
"ref_mOTU_v25_04092"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bombi"	"ref_mOTU_v25_04092"
"ref_mOTU_v25_04093"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	"Sulfitobacter geojensis"	"ref_mOTU_v25_04093"
"ref_mOTU_v25_04094"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides coprophilus"	"ref_mOTU_v25_04094"
"ref_mOTU_v25_04097"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Parasaccharibacter"	"Parasaccharibacter apium [Saccharibacter sp. AM169/Parasaccharibacter apium]"	"ref_mOTU_v25_04097"
"ref_mOTU_v25_04098"	"Archaea"	"Euryarchaeota"	"Archaeoglobi"	"Archaeoglobales"	"Archaeoglobaceae"	"Archaeoglobus"	"Archaeoglobus fulgidus"	"ref_mOTU_v25_04098"
"ref_mOTU_v25_04099"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"Microbacterium paludicola/arborescens [Microbacterium sp. TS-1/Microbacterium paludicola/Microbacterium arborescens]"	"ref_mOTU_v25_04099"
"ref_mOTU_v25_04100"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"Microbacterium sp. cf332"	"ref_mOTU_v25_04100"
"ref_mOTU_v25_04101"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium saccharobutylicum"	"ref_mOTU_v25_04101"
"ref_mOTU_v25_04102"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium equinum/gonidiaformans"	"ref_mOTU_v25_04102"
"ref_mOTU_v25_04103"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Dysgonamonadaceae"	"Dysgonomonas"	"Dysgonomonas macrotermitis"	"ref_mOTU_v25_04103"
"ref_mOTU_v25_04104"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales fam. [Bacillaceae/Paenibacillaceae]"	"Bacillales gen. [Aeribacillus/Brevibacillus]"	"Bacillales sp. [Aeribacillus pallidus/Brevibacillus thermoruber]"	"ref_mOTU_v25_04104"
"ref_mOTU_v25_04105"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"Actinoplanes sp. SE50/110"	"ref_mOTU_v25_04105"
"ref_mOTU_v25_04106"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus sp. [Bacillus sp. EB01/Bacillus sp. FJAT-18017]"	"ref_mOTU_v25_04106"
"ref_mOTU_v25_04107"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus ndiopicus"	"ref_mOTU_v25_04107"
"ref_mOTU_v25_04108"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Lysinibacillus"	"[Bacillus] sp. KCTC 13219"	"ref_mOTU_v25_04108"
"ref_mOTU_v25_04109"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Cellulophaga"	"Cellulophaga baltica [Cellulophaga sp. E6(2014)/Cellulophaga baltica]"	"ref_mOTU_v25_04109"
"ref_mOTU_v25_04110"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus flexus [Bacillus sp. SGD-V-76/Bacillus sp. v-76/Bacillus sp. VT 712/Bacillus sp. RU2C/Bacillus flexus]"	"ref_mOTU_v25_04110"
"ref_mOTU_v25_04111"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus circulans"	"ref_mOTU_v25_04111"
"ref_mOTU_v25_04112"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus sp. [Bacillus sp. MB2021/Bacillus sp. 522_BSPC]"	"ref_mOTU_v25_04112"
"ref_mOTU_v25_04113"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus badius"	"ref_mOTU_v25_04113"
"ref_mOTU_v25_04114"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus niacini"	"ref_mOTU_v25_04114"
"ref_mOTU_v25_04115"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus niacini"	"ref_mOTU_v25_04115"
"ref_mOTU_v25_04116"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium argentoratense"	"ref_mOTU_v25_04116"
"ref_mOTU_v25_04117"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas marina"	"ref_mOTU_v25_04117"
"ref_mOTU_v25_04118"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus butanolivorans [Bacillus sp. Leaf13/Bacillus sp. Soil768D1/Bacillus butanolivorans]"	"ref_mOTU_v25_04118"
"ref_mOTU_v25_04119"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus simplex/frigoritolerans [Bacillus simplex/Bacillus sp. FJAT-21352/Bacillus sp. FJAT-22058/Bacillus sp. Soil745/Bacillus sp. FJAT-20673/[Brevibacterium] frigoritolerans]"	"ref_mOTU_v25_04119"
"ref_mOTU_v25_04120"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus simplex"	"ref_mOTU_v25_04120"
"ref_mOTU_v25_04121"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus simplex"	"ref_mOTU_v25_04121"
"ref_mOTU_v25_04122"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus muralis"	"ref_mOTU_v25_04122"
"ref_mOTU_v25_04123"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus muralis"	"ref_mOTU_v25_04123"
"ref_mOTU_v25_04124"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus vietnamensis [Bacillus sp. V-88/Bacillus vietnamensis]"	"ref_mOTU_v25_04124"
"ref_mOTU_v25_04125"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus vietnamensis"	"ref_mOTU_v25_04125"
"ref_mOTU_v25_04126"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus aquimaris"	"ref_mOTU_v25_04126"
"ref_mOTU_v25_04127"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	"Cellulosimicrobium sp. [Cellulosimicrobium sp. MM/Cellulosimicrobium aquatile/Cellulosimicrobium cellulans/Cellulosimicrobium sp. TH-20/Cellulosimicrobium sp. KWT-B/Cellulosimicrobium funkei]"	"ref_mOTU_v25_04127"
"ref_mOTU_v25_04128"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	"Cellulosimicrobium cellulans"	"ref_mOTU_v25_04128"
"ref_mOTU_v25_04129"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	"Cellulosimicrobium cellulans/funkei [Cellulosimicrobium sp. I38E/Cellulosimicrobium cellulans/Cellulosimicrobium funkei]"	"ref_mOTU_v25_04129"
"ref_mOTU_v25_04130"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus canis"	"ref_mOTU_v25_04130"
"ref_mOTU_v25_04131"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Sulfurospirillum"	"Sulfurospirillum cavolei [Sulfurospirillum sp. MES/Campylobacterales bacterium Epsilon_01/Sulfurospirillum cavolei]"	"ref_mOTU_v25_04131"
